Position,Track_Name,Artist,Streams,Date,Region
158,We Found Love,Rihanna,16809,2017-01-01,fr
159,September,"Earth, Wind & Fire",16603,2017-01-01,fr
160,Side To Side,Ariana Grande,16590,2017-01-01,fr
161,My Type,Saint Motel,16571,2017-01-01,fr
162,Crazy,Gnarls Barkley,16537,2017-01-01,fr
163,Je fais le sourd,Jul,16393,2017-01-01,fr
164,J'fais mes affaires,Djadja & Dinaz,16345,2017-01-01,fr
165,Uptown Funk,Mark Ronson,16288,2017-01-01,fr
166,Love Yourself,Justin Bieber,16203,2017-01-01,fr
167,The Greatest,Sia,16128,2017-01-01,fr
168,"Me, Myself & I",G-Eazy,15972,2017-01-01,fr
169,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,15809,2017-01-01,fr
170,Diamonds,Rihanna,15529,2017-01-01,fr
171,Printemps blanc,Niro,15471,2017-01-01,fr
172,Les sunlights des tropiques,Gilbert Montagné,15460,2017-01-01,fr
173,Princesse,Nekfeu,15439,2017-01-01,fr
174,Les lacs du Connemara,Michel Sardou,15439,2017-01-01,fr
175,Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup (TM) Song),Shakira,15384,2017-01-01,fr
176,Single Ladies (Put a Ring on It),Beyoncé,15377,2017-01-01,fr
177,Scars To Your Beautiful,Alessia Cara,15345,2017-01-01,fr
178,Paix sans guerre,MRC,15241,2017-01-01,fr
179,Mira,PNL,15225,2017-01-01,fr
180,Clandestina,Lartiste,15190,2017-01-01,fr
181,E.L.E.P.H.A.N.T,Booba,15164,2017-01-01,fr
182,Le monde ou rien,PNL,15155,2017-01-01,fr
183,Les princes,MZ,15125,2017-01-01,fr
184,Don't Be So Shy - Filatov & Karas Remix,Imany,15033,2017-01-01,fr
185,Our Own House,MisterWives,14979,2017-01-01,fr
186,Allo maman,SCH,14945,2017-01-01,fr
187,Wake Me up Before You Go-Go,Wham!,14919,2017-01-01,fr
188,Putain d'époque,Dosseh,14919,2017-01-01,fr
189,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,14903,2017-01-01,fr
190,Blow Your Mind (Mwah),Dua Lipa,14886,2017-01-01,fr
191,Un homme debout,Claudio Capéo,14766,2017-01-01,fr
192,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,14748,2017-01-01,fr
193,Stop Us - Radio Edit,SIYYU,14718,2017-01-01,fr
194,Papaoutai,Stromae,14587,2017-01-01,fr
195,#Askip,Black M,14496,2017-01-01,fr
196,1er Gaou,Magic System,14460,2017-01-01,fr
197,Believer,Major Lazer,14400,2017-01-01,fr
198,Angela,Saian Supa Crew,14393,2017-01-01,fr
199,7 Years,Lukas Graham,14378,2017-01-01,fr
200,Uranus,PNL,14369,2017-01-01,fr
1,Mauvaise graine,Nekfeu,91971,2017-01-02,fr
2,Squa,Nekfeu,89589,2017-01-02,fr
3,Starboy,The Weeknd,84800,2017-01-02,fr
4,One Dance,Drake,75816,2017-01-02,fr
5,Saturne,Nekfeu,75007,2017-01-02,fr
6,Afro Trap Pt. 7 (La puissance),MHD,74851,2017-01-02,fr
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,71209,2017-01-02,fr
8,24K Magic,Bruno Mars,71017,2017-01-02,fr
9,Sunset Lover,Petit Biscuit,69774,2017-01-02,fr
10,My Way,Calvin Harris,67471,2017-01-02,fr
11,Human,Rag'n'Bone Man,66965,2017-01-02,fr
12,Tchoin,Kaaris,66800,2017-01-02,fr
13,Black Beatles,Rae Sremmurd,66399,2017-01-02,fr
14,Let Me Love You,DJ Snake,63555,2017-01-02,fr
15,Onizuka,PNL,63413,2017-01-02,fr
16,I Feel It Coming,The Weeknd,62038,2017-01-02,fr
17,Heathens,Twenty One Pilots,61485,2017-01-02,fr
18,DKR,Booba,58253,2017-01-02,fr
19,Ride,Twenty One Pilots,58142,2017-01-02,fr
20,Closer,The Chainsmokers,56313,2017-01-02,fr
21,Lordly (feat. Alex Aiono),Feder,55983,2017-01-02,fr
22,Réalité augmentée,Nekfeu,55686,2017-01-02,fr
23,Humanoïde,Nekfeu,54000,2017-01-02,fr
24,6.45i,SCH,52864,2017-01-02,fr
25,Naha,PNL,52620,2017-01-02,fr
26,Tchikita,Jul,52520,2017-01-02,fr
27,Bazardée,KeBlack,52423,2017-01-02,fr
28,Don't Wanna Know,Maroon 5,51510,2017-01-02,fr
29,"i hate u, i love u (feat. olivia o'brien)",gnash,51341,2017-01-02,fr
30,Pop Corn,Boostee,51065,2017-01-02,fr
31,Mercy,Shawn Mendes,50945,2017-01-02,fr
32,Infréquentables,Dosseh,50901,2017-01-02,fr
33,Aloha,Møme,48241,2017-01-02,fr
34,Avant tu riais,Nekfeu,47941,2017-01-02,fr
35,Galatée,Nekfeu,47037,2017-01-02,fr
36,Treat You Better,Shawn Mendes,46166,2017-01-02,fr
37,Say You Won't Let Go,James Arthur,45831,2017-01-02,fr
38,The Ocean,Mike Perry,45419,2017-01-02,fr
39,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,44806,2017-01-02,fr
40,Cold Water (feat. Justin Bieber & MØ),Major Lazer,44651,2017-01-02,fr
41,On m'appelle l'ovni,Jul,44305,2017-01-02,fr
42,All We Know,The Chainsmokers,43907,2017-01-02,fr
43,Esquimaux,Nekfeu,43526,2017-01-02,fr
44,Call On Me - Ryan Riback Extended Remix,Starley,42409,2017-01-02,fr
45,Blow,Kaaris,41728,2017-01-02,fr
46,Heal Tomorrow,Naïve New Beaters,41465,2017-01-02,fr
47,Work from Home,Fifth Harmony,41389,2017-01-02,fr
48,Oblah,Gradur,40777,2017-01-02,fr
49,Final Song,MØ,40745,2017-01-02,fr
50,Tout donner - Pilule Violette,Maître Gims,40626,2017-01-02,fr
51,Sex,Cheat Codes,40620,2017-01-02,fr
52,Love Me Now,John Legend,40572,2017-01-02,fr
53,Chantaje,Shakira,40474,2017-01-02,fr
54,Lush Life,Zara Larsson,40473,2017-01-02,fr
55,Le regard des gens,Nekfeu,39623,2017-01-02,fr
56,Nekketsu,Nekfeu,38948,2017-01-02,fr
57,Ain't Your Mama,Jennifer Lopez,38839,2017-01-02,fr
58,Dans la légende,PNL,38697,2017-01-02,fr
59,Perfect Strangers,Jonas Blue,38614,2017-01-02,fr
60,Lost on You,LP,38441,2017-01-02,fr
61,Bené,PNL,38406,2017-01-02,fr
62,In the Name of Love,Martin Garrix,38089,2017-01-02,fr
63,The Greatest,Sia,37868,2017-01-02,fr
64,Cheap Thrills,Sia,37736,2017-01-02,fr
65,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,36114,2017-01-02,fr
66,Poussière,Kaaris,35681,2017-01-02,fr
67,Elle et l'autre,Jul,35193,2017-01-02,fr
68,Hymn For The Weekend - Seeb Remix,Coldplay,34691,2017-01-02,fr
69,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,34627,2017-01-02,fr
70,Halcyon Birds,Broken Back,34464,2017-01-02,fr
71,O.D,Nekfeu,33353,2017-01-02,fr
72,Hundred Miles,Yall,32591,2017-01-02,fr
73,Andale (feat. Gradur),Sadek,32530,2017-01-02,fr
74,Dis-moi que tu m'aimes,Ninho,31651,2017-01-02,fr
75,Besoin de sens,Nekfeu,31403,2017-01-02,fr
76,Panda,Desiigner,31242,2017-01-02,fr
77,DA,PNL,30931,2017-01-02,fr
78,Fast Car,Jonas Blue,30475,2017-01-02,fr
79,Nador,Kaaris,30037,2017-01-02,fr
80,Mon Everest - feat. Marina Kaye,Soprano,29805,2017-01-02,fr
81,Alone,Alan Walker,29547,2017-01-02,fr
82,Programmé,Nekfeu,29101,2017-01-02,fr
83,Cellophané,Rim'K,28956,2017-01-02,fr
84,Please Don't Go,Joel Adams,28936,2017-01-02,fr
85,Tuesday,Burak Yeter,28910,2017-01-02,fr
86,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,28754,2017-01-02,fr
87,Capsize,FRENSHIP,28595,2017-01-02,fr
88,Je m'en vais,Vianney,28576,2017-01-02,fr
89,Vinyle,Nekfeu,28413,2017-01-02,fr
90,Shed a Light,Robin Schulz,28280,2017-01-02,fr
91,Don't Let Me Down,The Chainsmokers,28240,2017-01-02,fr
92,A Kele Nta,MHD,28214,2017-01-02,fr
93,Silver,Fakear,27970,2017-01-02,fr
94,Fake Love,Drake,27440,2017-01-02,fr
95,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,27416,2017-01-02,fr
96,Starving,Hailee Steinfeld,27397,2017-01-02,fr
97,Blended Family (What You Do For Love),Alicia Keys,27263,2017-01-02,fr
98,Jusqu'au dernier gramme,PNL,27257,2017-01-02,fr
99,C'est le son de la gratte,Jul,26698,2017-01-02,fr
100,Boyz N The Hood,Kaaris,26541,2017-01-02,fr
101,Commando,Niska,26171,2017-01-02,fr
102,Stressed Out,Twenty One Pilots,25997,2017-01-02,fr
103,Qui a dit ?,Jul,25742,2017-01-02,fr
104,Thibaut Courtois,Shay,25610,2017-01-02,fr
105,Skurt Cobain,Sneazzy,25336,2017-01-02,fr
106,Paris c'est loin,Damso,25312,2017-01-02,fr
107,This Is What You Came For,Calvin Harris,25129,2017-01-02,fr
108,J'suis QLF,PNL,24412,2017-01-02,fr
109,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,24373,2017-01-02,fr
110,Je m'en fous de ta nana,Jul,24220,2017-01-02,fr
111,Let It Go,James Bay,23979,2017-01-02,fr
112,La bise (feat. Brulux),Sadek,23944,2017-01-02,fr
113,Ophelia,The Lumineers,23464,2017-01-02,fr
114,Wherever I Go,OneRepublic,22920,2017-01-02,fr
115,En feu,Soprano,22107,2017-01-02,fr
116,Binta,Alonzo,21885,2017-01-02,fr
117,Amnésie,Damso,21838,2017-01-02,fr
118,92i veyron,Booba,21830,2017-01-02,fr
119,Bambina,PNL,21662,2017-01-02,fr
120,E.T.,Jul,21491,2017-01-02,fr
121,I Cry,Julian Perretta,21448,2017-01-02,fr
122,Dans ma vie,Gradur,20933,2017-01-02,fr
123,Kiname (feat. Booba),Fally Ipupa,20752,2017-01-02,fr
124,Scars To Your Beautiful,Alessia Cara,20569,2017-01-02,fr
125,Arrêt du cœur,Kalash Criminel,20544,2017-01-02,fr
126,Luz de Luna,PNL,20126,2017-01-02,fr
127,Princesse,Nekfeu,19942,2017-01-02,fr
128,Side To Side,Ariana Grande,19888,2017-01-02,fr
129,WALLS,Kings of Leon,19428,2017-01-02,fr
130,Way Down We Go,Kaleo,19370,2017-01-02,fr
131,Printemps blanc,Niro,19354,2017-01-02,fr
132,Faded,Alan Walker,19354,2017-01-02,fr
133,C'est ça,Jul,19214,2017-01-02,fr
134,Lean On (feat. MØ & DJ Snake),Major Lazer,19113,2017-01-02,fr
135,7 Years,Lukas Graham,19089,2017-01-02,fr
136,Broccoli (feat. Lil Yachty),DRAM,19066,2017-01-02,fr
137,Je fais le sourd,Jul,19000,2017-01-02,fr
138,Tu sais pas,PNL,18735,2017-01-02,fr
139,Love Yourself,Justin Bieber,18671,2017-01-02,fr
140,Bird Set Free,Sia,18595,2017-01-02,fr
141,J'ai déconné,KeBlack,18589,2017-01-02,fr
142,Paix sans guerre,MRC,18453,2017-01-02,fr
143,Putain d'époque,Dosseh,18353,2017-01-02,fr
144,Mon bijou,Jul,18294,2017-01-02,fr
145,J'fais mes affaires,Djadja & Dinaz,18255,2017-01-02,fr
146,Clandestina,Lartiste,18068,2017-01-02,fr
147,This One's For You (feat. Zara Larsson) - Official Song UEFA EURO 2016,David Guetta,17830,2017-01-02,fr
148,E.L.E.P.H.A.N.T,Booba,17778,2017-01-02,fr
149,Allo maman,SCH,17681,2017-01-02,fr
150,White Tiger - Single Version,Izzy Bizu,17598,2017-01-02,fr
151,Les princes,MZ,17574,2017-01-02,fr
152,"Me, Myself & I",G-Eazy,17182,2017-01-02,fr
153,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,17073,2017-01-02,fr
154,J’aurais pas dû,S.Crew,16997,2017-01-02,fr
155,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,16993,2017-01-02,fr
156,Tout ira mieux,Ninho,16973,2017-01-02,fr
157,Bailar,Deorro,16964,2017-01-02,fr
158,Le monde ou rien,PNL,16882,2017-01-02,fr
159,Bad and Boujee (feat. Lil Uzi Vert),Migos,16769,2017-01-02,fr
160,Thinking Out Loud,Ed Sheeran,16696,2017-01-02,fr
161,Mira,PNL,16588,2017-01-02,fr
162,The Greatest,Sia,16512,2017-01-02,fr
163,King,Saint PHNX,16218,2017-01-02,fr
164,Believer,Major Lazer,16129,2017-01-02,fr
165,No Money,Galantis,16103,2017-01-02,fr
166,#Askip,Black M,15943,2017-01-02,fr
167,Y'a pas de stress,Jul,15924,2017-01-02,fr
168,Humain,PNL,15831,2017-01-02,fr
169,Speeding Cars,Walking On Cars,15822,2017-01-02,fr
170,Un homme debout,Claudio Capéo,15706,2017-01-02,fr
171,J'ai dit...,Jul,15686,2017-01-02,fr
172,Ma dope,Nekfeu,15656,2017-01-02,fr
173,On verra,Nekfeu,15587,2017-01-02,fr
174,Uranus,PNL,15567,2017-01-02,fr
175,"Je dis rien, je vois tout, j'entends",Jul,15476,2017-01-02,fr
176,Never Be Like You,Flume,15411,2017-01-02,fr
177,Work,Rihanna,15377,2017-01-02,fr
178,I'm Yours,Jason Mraz,15352,2017-01-02,fr
179,Now and Later,Sage The Gemini,15339,2017-01-02,fr
180,Cabeza,Shay,15333,2017-01-02,fr
181,Would I Lie To You - Radio Edit,David Guetta,15256,2017-01-02,fr
182,Just Hold On,Steve Aoki,15087,2017-01-02,fr
183,Sorry,Justin Bieber,14870,2017-01-02,fr
184,Stay With Me,Sam Smith,14773,2017-01-02,fr
185,Le lac,Julien Doré,14659,2017-01-02,fr
186,Laissez-les kouma (feat. MHD),Zaho,14641,2017-01-02,fr
187,Four Walls (The Ballad Of Perry Smith),Bastille,14639,2017-01-02,fr
188,¿ Cómo Te Llamas ?,Jul,14624,2017-01-02,fr
189,DUELE EL CORAZON,Enrique Iglesias,14573,2017-01-02,fr
190,Contact,Kaaris,14488,2017-01-02,fr
191,Roulez,Niro,14464,2017-01-02,fr
192,25 décembre,Dosseh,14446,2017-01-02,fr
193,PMW,Shay,14425,2017-01-02,fr
194,Mais qu'est-ce qu'on s'en bat les couilles !,Jul,14380,2017-01-02,fr
195,Let It All Go,RHODES,14377,2017-01-02,fr
196,Youth,Daughter,14364,2017-01-02,fr
197,Kratos,PNL,14300,2017-01-02,fr
198,French Kiss,Black M,14166,2017-01-02,fr
199,Sale sonorité,Kalash Criminel,14109,2017-01-02,fr
200,By Your Side,Jonas Blue,14045,2017-01-02,fr
1,Mauvaise graine,Nekfeu,94563,2017-01-03,fr
2,Squa,Nekfeu,91538,2017-01-03,fr
3,Afro Trap Pt. 7 (La puissance),MHD,78764,2017-01-03,fr
4,Starboy,The Weeknd,77771,2017-01-03,fr
5,Saturne,Nekfeu,77617,2017-01-03,fr
6,Tchoin,Kaaris,67579,2017-01-03,fr
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,66333,2017-01-03,fr
8,One Dance,Drake,65624,2017-01-03,fr
9,Human,Rag'n'Bone Man,63899,2017-01-03,fr
10,24K Magic,Bruno Mars,61259,2017-01-03,fr
11,Onizuka,PNL,61169,2017-01-03,fr
12,Sunset Lover,Petit Biscuit,61046,2017-01-03,fr
13,Black Beatles,Rae Sremmurd,60939,2017-01-03,fr
14,My Way,Calvin Harris,60379,2017-01-03,fr
15,I Feel It Coming,The Weeknd,59705,2017-01-03,fr
16,Réalité augmentée,Nekfeu,57355,2017-01-03,fr
17,DKR,Booba,56597,2017-01-03,fr
18,6.45i,SCH,56416,2017-01-03,fr
19,Let Me Love You,DJ Snake,55829,2017-01-03,fr
20,Heathens,Twenty One Pilots,55426,2017-01-03,fr
21,Humanoïde,Nekfeu,54951,2017-01-03,fr
22,Closer,The Chainsmokers,52812,2017-01-03,fr
23,Infréquentables,Dosseh,52199,2017-01-03,fr
24,Ride,Twenty One Pilots,51266,2017-01-03,fr
25,Naha,PNL,49893,2017-01-03,fr
26,Bazardée,KeBlack,49888,2017-01-03,fr
27,Lordly (feat. Alex Aiono),Feder,49379,2017-01-03,fr
28,Pop Corn,Boostee,48954,2017-01-03,fr
29,Avant tu riais,Nekfeu,48880,2017-01-03,fr
30,Galatée,Nekfeu,48256,2017-01-03,fr
31,Don't Wanna Know,Maroon 5,47465,2017-01-03,fr
32,Tchikita,Jul,47276,2017-01-03,fr
33,Say You Won't Let Go,James Arthur,45455,2017-01-03,fr
34,Esquimaux,Nekfeu,45292,2017-01-03,fr
35,All We Know,The Chainsmokers,44604,2017-01-03,fr
36,"i hate u, i love u (feat. olivia o'brien)",gnash,44319,2017-01-03,fr
37,Mercy,Shawn Mendes,43075,2017-01-03,fr
38,Aloha,Møme,42275,2017-01-03,fr
39,The Ocean,Mike Perry,42085,2017-01-03,fr
40,Blow,Kaaris,42033,2017-01-03,fr
41,On m'appelle l'ovni,Jul,41628,2017-01-03,fr
42,Oblah,Gradur,41431,2017-01-03,fr
43,Treat You Better,Shawn Mendes,41193,2017-01-03,fr
44,Call On Me - Ryan Riback Extended Remix,Starley,41075,2017-01-03,fr
45,Tout donner - Pilule Violette,Maître Gims,40691,2017-01-03,fr
46,Heal Tomorrow,Naïve New Beaters,40512,2017-01-03,fr
47,Le regard des gens,Nekfeu,39807,2017-01-03,fr
48,Chantaje,Shakira,39468,2017-01-03,fr
49,Final Song,MØ,39258,2017-01-03,fr
50,Nekketsu,Nekfeu,39136,2017-01-03,fr
51,Love Me Now,John Legend,39091,2017-01-03,fr
52,The Greatest,Sia,39036,2017-01-03,fr
53,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,37934,2017-01-03,fr
54,Dans la légende,PNL,36993,2017-01-03,fr
55,Cold Water (feat. Justin Bieber & MØ),Major Lazer,36920,2017-01-03,fr
56,Bené,PNL,36246,2017-01-03,fr
57,Poussière,Kaaris,36172,2017-01-03,fr
58,Work from Home,Fifth Harmony,36137,2017-01-03,fr
59,Lush Life,Zara Larsson,34929,2017-01-03,fr
60,Ain't Your Mama,Jennifer Lopez,34722,2017-01-03,fr
61,Elle et l'autre,Jul,34487,2017-01-03,fr
62,Sex,Cheat Codes,34253,2017-01-03,fr
63,O.D,Nekfeu,33098,2017-01-03,fr
64,Perfect Strangers,Jonas Blue,33019,2017-01-03,fr
65,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,32287,2017-01-03,fr
66,Lost on You,LP,31822,2017-01-03,fr
67,In the Name of Love,Martin Garrix,31682,2017-01-03,fr
68,Cheap Thrills,Sia,31197,2017-01-03,fr
69,Besoin de sens,Nekfeu,31058,2017-01-03,fr
70,Dis-moi que tu m'aimes,Ninho,30829,2017-01-03,fr
71,Nador,Kaaris,30465,2017-01-03,fr
72,Cellophané,Rim'K,30341,2017-01-03,fr
73,Andale (feat. Gradur),Sadek,29883,2017-01-03,fr
74,DA,PNL,29295,2017-01-03,fr
75,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,29243,2017-01-03,fr
76,Halcyon Birds,Broken Back,29100,2017-01-03,fr
77,Programmé,Nekfeu,28558,2017-01-03,fr
78,Hymn For The Weekend - Seeb Remix,Coldplay,28379,2017-01-03,fr
79,Vinyle,Nekfeu,28085,2017-01-03,fr
80,Alone,Alan Walker,27920,2017-01-03,fr
81,Je m'en vais,Vianney,27878,2017-01-03,fr
82,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,27615,2017-01-03,fr
83,Hundred Miles,Yall,27613,2017-01-03,fr
84,Boyz N The Hood,Kaaris,27161,2017-01-03,fr
85,Commando,Niska,26802,2017-01-03,fr
86,Tuesday,Burak Yeter,26792,2017-01-03,fr
87,Mon Everest - feat. Marina Kaye,Soprano,26691,2017-01-03,fr
88,Capsize,FRENSHIP,26675,2017-01-03,fr
89,Fake Love,Drake,26638,2017-01-03,fr
90,Panda,Desiigner,26303,2017-01-03,fr
91,Fast Car,Jonas Blue,26190,2017-01-03,fr
92,Jusqu'au dernier gramme,PNL,26147,2017-01-03,fr
93,Blended Family (What You Do For Love),Alicia Keys,26132,2017-01-03,fr
94,Starving,Hailee Steinfeld,25604,2017-01-03,fr
95,Skurt Cobain,Sneazzy,25555,2017-01-03,fr
96,Thibaut Courtois,Shay,25548,2017-01-03,fr
97,Please Don't Go,Joel Adams,25054,2017-01-03,fr
98,C'est le son de la gratte,Jul,24993,2017-01-03,fr
99,La bise (feat. Brulux),Sadek,24992,2017-01-03,fr
100,Paris c'est loin,Damso,24917,2017-01-03,fr
101,Qui a dit ?,Jul,24882,2017-01-03,fr
102,Let It Go,James Bay,24559,2017-01-03,fr
103,Don't Let Me Down,The Chainsmokers,23950,2017-01-03,fr
104,A Kele Nta,MHD,23893,2017-01-03,fr
105,Shed a Light,Robin Schulz,23751,2017-01-03,fr
106,Silver,Fakear,23601,2017-01-03,fr
107,J'suis QLF,PNL,22959,2017-01-03,fr
108,Je m'en fous de ta nana,Jul,22688,2017-01-03,fr
109,Ophelia,The Lumineers,22596,2017-01-03,fr
110,Amnésie,Damso,22149,2017-01-03,fr
111,This Is What You Came For,Calvin Harris,22054,2017-01-03,fr
112,Wherever I Go,OneRepublic,21231,2017-01-03,fr
113,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,21228,2017-01-03,fr
114,Stressed Out,Twenty One Pilots,21063,2017-01-03,fr
115,Bambina,PNL,21004,2017-01-03,fr
116,E.T.,Jul,20814,2017-01-03,fr
117,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,20760,2017-01-03,fr
118,Kiname (feat. Booba),Fally Ipupa,20733,2017-01-03,fr
119,92i veyron,Booba,20465,2017-01-03,fr
120,Arrêt du cœur,Kalash Criminel,20199,2017-01-03,fr
121,I Cry,Julian Perretta,20086,2017-01-03,fr
122,Dans ma vie,Gradur,19948,2017-01-03,fr
123,Binta,Alonzo,19788,2017-01-03,fr
124,Luz de Luna,PNL,19234,2017-01-03,fr
125,Putain d'époque,Dosseh,18908,2017-01-03,fr
126,Printemps blanc,Niro,18854,2017-01-03,fr
127,C'est ça,Jul,18552,2017-01-03,fr
128,Paix sans guerre,MRC,18387,2017-01-03,fr
129,Tu sais pas,PNL,18374,2017-01-03,fr
130,Je fais le sourd,Jul,18370,2017-01-03,fr
131,Broccoli (feat. Lil Yachty),DRAM,18293,2017-01-03,fr
132,Clandestina,Lartiste,18178,2017-01-03,fr
133,Princesse,Nekfeu,18101,2017-01-03,fr
134,Bad and Boujee (feat. Lil Uzi Vert),Migos,17871,2017-01-03,fr
135,Side To Side,Ariana Grande,17720,2017-01-03,fr
136,E.L.E.P.H.A.N.T,Booba,17503,2017-01-03,fr
137,Faded,Alan Walker,17247,2017-01-03,fr
138,Scars To Your Beautiful,Alessia Cara,17129,2017-01-03,fr
139,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,16948,2017-01-03,fr
140,J'ai déconné,KeBlack,16922,2017-01-03,fr
141,J'fais mes affaires,Djadja & Dinaz,16922,2017-01-03,fr
142,En feu,Soprano,16817,2017-01-03,fr
143,Les princes,MZ,16641,2017-01-03,fr
144,Tout ira mieux,Ninho,16501,2017-01-03,fr
145,Allo maman,SCH,16302,2017-01-03,fr
146,Rooting For You,London Grammar,16299,2017-01-03,fr
147,Mon bijou,Jul,16011,2017-01-03,fr
148,Mira,PNL,16001,2017-01-03,fr
149,Le monde ou rien,PNL,15801,2017-01-03,fr
150,Be Mine,Ofenbach,15648,2017-01-03,fr
151,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,15604,2017-01-03,fr
152,Lean On (feat. MØ & DJ Snake),Major Lazer,15549,2017-01-03,fr
153,Y'a pas de stress,Jul,15527,2017-01-03,fr
154,J’aurais pas dû,S.Crew,15517,2017-01-03,fr
155,7 Years,Lukas Graham,15366,2017-01-03,fr
156,WALLS,Kings of Leon,15302,2017-01-03,fr
157,S3,Niro,15300,2017-01-03,fr
158,Now and Later,Sage The Gemini,15297,2017-01-03,fr
159,J'ai dit...,Jul,15122,2017-01-03,fr
160,Roulez,Niro,15110,2017-01-03,fr
161,Humain,PNL,15067,2017-01-03,fr
162,Cabeza,Shay,15003,2017-01-03,fr
163,Uranus,PNL,14966,2017-01-03,fr
164,"Je dis rien, je vois tout, j'entends",Jul,14877,2017-01-03,fr
165,"Me, Myself & I",G-Eazy,14863,2017-01-03,fr
166,25 décembre,Dosseh,14811,2017-01-03,fr
167,Believer,Major Lazer,14776,2017-01-03,fr
168,King,Saint PHNX,14774,2017-01-03,fr
169,Bird Set Free,Sia,14646,2017-01-03,fr
170,Contact,Kaaris,14576,2017-01-03,fr
171,This One's For You (feat. Zara Larsson) - Official Song UEFA EURO 2016,David Guetta,14471,2017-01-03,fr
172,Ma dope,Nekfeu,14294,2017-01-03,fr
173,Rasta Rocket,Niro,14278,2017-01-03,fr
174,Mais qu'est-ce qu'on s'en bat les couilles !,Jul,14255,2017-01-03,fr
175,White Tiger - Single Version,Izzy Bizu,14244,2017-01-03,fr
176,¿ Cómo Te Llamas ?,Jul,14189,2017-01-03,fr
177,Kratos,PNL,14178,2017-01-03,fr
178,Love Yourself,Justin Bieber,14175,2017-01-03,fr
179,Un homme debout,Claudio Capéo,14149,2017-01-03,fr
180,DUELE EL CORAZON,Enrique Iglesias,14048,2017-01-03,fr
181,Just Hold On,Steve Aoki,14038,2017-01-03,fr
182,On verra,Nekfeu,14022,2017-01-03,fr
183,#Askip,Black M,13999,2017-01-03,fr
184,Stop Us - Radio Edit,SIYYU,13989,2017-01-03,fr
185,Le lac,Julien Doré,13972,2017-01-03,fr
186,The Greatest,Sia,13808,2017-01-03,fr
187,Thinking Out Loud,Ed Sheeran,13807,2017-01-03,fr
188,Controlla,Drake,13665,2017-01-03,fr
189,Never Be Like You,Flume,13649,2017-01-03,fr
190,Sale sonorité,Kalash Criminel,13648,2017-01-03,fr
191,Bad Things (with Camila Cabello),Machine Gun Kelly,13622,2017-01-03,fr
192,Bailar,Deorro,13601,2017-01-03,fr
193,pick up the phone,Young Thug,13433,2017-01-03,fr
194,Vamos,Niro,13422,2017-01-03,fr
195,Validée,Booba,13320,2017-01-03,fr
196,PMW,Shay,13310,2017-01-03,fr
197,Ouais mec - Remix,Sneazzy,13267,2017-01-03,fr
198,Party Monster,The Weeknd,13189,2017-01-03,fr
199,Oiseaux,Django,13158,2017-01-03,fr
200,Million Eyes,Loïc Nottet,13150,2017-01-03,fr
1,Mauvaise graine,Nekfeu,99606,2017-01-04,fr
2,Squa,Nekfeu,96790,2017-01-04,fr
3,Starboy,The Weeknd,89968,2017-01-04,fr
4,Afro Trap Pt. 7 (La puissance),MHD,85188,2017-01-04,fr
5,Saturne,Nekfeu,81826,2017-01-04,fr
6,One Dance,Drake,78569,2017-01-04,fr
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,77994,2017-01-04,fr
8,Human,Rag'n'Bone Man,77049,2017-01-04,fr
9,Sunset Lover,Petit Biscuit,75157,2017-01-04,fr
10,Tchoin,Kaaris,74235,2017-01-04,fr
11,My Way,Calvin Harris,70709,2017-01-04,fr
12,Onizuka,PNL,69975,2017-01-04,fr
13,I Feel It Coming,The Weeknd,69429,2017-01-04,fr
